date,sector,open,high,low,close
2021-09-15,Auto,22589.92,23207.94,22414.93,23189.75
2021-09-30,Auto,23330.6,24378.81,22574.82,23865.88
2021-10-15,Auto,23758.69,26947.32,23514.7,26436.04
2021-10-31,Auto,26654.15,26799.1,24821.79,25338.29
2021-11-15,Auto,25369.65,26567.59,25144.63,26258.96
2021-11-30,Auto,26315.05,27271.03,23626.14,23989.17
2021-12-15,Auto,24202.02,25394.63,23946.07,24930.26
2021-12-31,Auto,25100.69,25111.16,23095.41,24817.6
2022-01-15,Auto,24975.81,26495.59,24947.57,26294.76
2022-01-31,Auto,26399.16,26895.11,25018.56,26408.33
2022-02-15,Auto,26510.76,26705.44,25081.67,26160.24
2022-02-28,Auto,26236.04,26435.59,24027.2,24615.63
2022-03-15,Auto,24468.19,24468.19,21083.49,23099.08
2022-03-31,Auto,23423.71,24301.76,23329.57,24049.98
2022-04-15,Auto,24032.99,25054.68,23881.51,24363.68
2022-04-30,Auto,24257.59,25648.27,23959.28,25210.17
2022-05-15,Auto,25109.8,25137.69,23022.61,23747.88
2022-05-31,Auto,24015.73,26628.37,23894.96,26453.68
2022-06-15,Auto,26502.96,26629.09,25184.15,25525.26
2022-06-30,Auto,25787.64,27258.93,24384.22,26768.23
2022-07-15,Auto,26692.4,28434.33,26373.65,28406.82
2022-07-31,Auto,28537.29,29111.06,28000.34,28728.64
2022-08-15,Auto,28959.69,30022.64,28937.45,29617.7
2022-08-31,Auto,29754.99,30570.18,28977.11,30334.18
2022-09-15,Auto,29964.45,30757.34,29882.91,30534.11
2022-09-30,Auto,30496.94,30715.22,28383.98,29177.76
2022-10-15,Auto,29304.56,29497.64,28442.43,28596.49
2022-10-31,Auto,28478.15,30868.75,28376.36,30719.01
2022-11-15,Auto,30906.65,31002.41,29737.28,30127.45
2022-11-30,Auto,30119.21,30486.26,29079.61,30375.4
2022-12-15,Auto,30483.4,30499.27,29381.34,29613.36
2022-12-31,Auto,29464.59,29796.23,27899.64,28923.14
2023-01-15,Auto,28965.84,29571.99,28625.26,29423.62
2023-01-31,Auto,29395.25,30516.95,29068.08,30452.05
2023-02-15,Auto,30481.09,30921.55,29703.3,30430.11
2023-02-28,Auto,30537.04,30591.26,28834.94,29225.99
2023-03-15,Auto,29266.36,30020.64,28294.45,28322.95
2023-03-31,Auto,28235.74,28594.16,27468.59,28246.92
2023-04-15,Auto,28486.24,29795.42,28383.95,29747.7
2023-04-30,Auto,29821.4,30369.96,29542.33,30325.51
2023-05-15,Auto,30321.08,32407.0,30235.85,32243.83
2023-05-31,Auto,32265.58,33003.62,31416.25,32732.08
2023-06-15,Auto,32653.16,34331.97,32653.16,33945.11
2023-06-30,Auto,33991.81,35005.17,33597.03,34919.74
2023-07-15,Auto,35019.19,36261.7,34530.31,35789.96
2023-07-31,Auto,35879.14,36454.71,35472.97,36017.44
2023-08-15,Auto,35925.4,36262.94,34497.81,34972.64
2023-08-31,Auto,34936.91,35777.56,34745.02,35513.33
2023-09-15,Auto,35546.94,37239.76,35490.15,37161.01
2023-09-30,Auto,37237.2,37683.63,36317.48,36628.82
2023-10-15,Auto,36897.15,37317.75,35607.91,37271.32
2023-10-31,Auto,37351.81,37823.69,35973.49,36172.0
2023-11-15,Auto,36295.73,37959.31,35917.1,37919.13
2023-11-30,Auto,37969.86,40127.8,37862.65,40052.97
2023-12-15,Auto,40218.47,41467.13,39821.56,41124.53
2023-12-31,Auto,41243.37,42462.81,39428.06,42229.04
2024-01-15,Auto,42359.52,42770.54,41263.4,42699.95
2024-01-31,Auto,42747.92,44047.39,41386.37,43995.0
2024-02-15,Auto,44248.73,46120.77,44076.04,45994.6
2024-02-29,Auto,46298.43,47818.46,46228.65,46819.3
2024-03-15,Auto,47212.56,48938.26,46082.89,46319.82
2024-03-31,Auto,46308.14,49535.05,46118.49,49142.11
2024-04-15,Auto,49325.12,50589.66,48577.54,49292.08
2024-04-30,Auto,48972.41,51389.34,48135.37,51066.09
2024-05-15,Auto,51342.33,52236.84,50227.14,51883.88
2024-05-31,Auto,52236.13,54580.55,51189.94,53026.17
2024-06-15,Auto,54670.52,58428.45,50103.83,58337.72
2024-06-30,Auto,58625.18,58878.83,56252.76,57293.11
2024-07-15,Auto,57313.18,58908.34,56884.48,57662.58
2024-07-31,Auto,57942.79,60402.88,55415.29,60185.44
2024-08-15,Auto,60650.06,60664.66,55420.25,56745.69
2024-08-31,Auto,57323.26,59185.83,57098.58,59040.86
2024-09-15,Auto,59262.86,59306.5,56936.82,58308.75
2024-09-30,Auto,58369.66,62443.41,57845.04,61050.69
2024-10-15,Auto,61280.52,61489.45,57636.12,59404.94
2024-10-31,Auto,59389.31,59389.31,53049.17,53539.83
2024-11-15,Auto,54322.48,55073.71,51151.27,51751.38
2024-11-30,Auto,51993.23,54424.75,51600.38,52897.87
2024-12-15,Auto,53198.18,54244.24,52802.7,53861.06
2024-12-31,Auto,53968.72,54039.6,50941.92,51662.98
2025-01-15,Auto,51863.67,54550.1,50435.29,51261.16
2025-01-31,Auto,51684.89,51813.85,49207.4,51526.85
2025-02-15,Auto,51953.07,53442.69,48923.78,49313.03
2025-02-28,Auto,49214.78,49456.66,45789.34,45859.68
2020-01-15,Capital Goods,17036.67,17468.8,16747.0,17388.81
2020-01-31,Capital Goods,17429.5,17796.35,17041.96,17462.11
2020-02-15,Capital Goods,17487.85,17630.53,16531.79,16781.76
2020-02-29,Capital Goods,16793.02,16805.86,15232.99,15397.57
2020-03-15,Capital Goods,15660.1,15750.85,11960.2,13797.99
2020-03-31,Capital Goods,13518.15,13588.94,9499.15,10979.45
2020-04-15,Capital Goods,11024.49,12260.75,10500.98,11776.27
2020-04-30,Capital Goods,11768.32,12511.38,11536.18,12186.72
2020-05-15,Capital Goods,12036.55,12036.55,10984.0,11670.48
2020-05-31,Capital Goods,11803.46,12367.12,10916.41,12333.98
2020-06-15,Capital Goods,12461.53,13299.89,12172.67,12290.16
2020-06-30,Capital Goods,12494.24,13477.69,12124.58,12858.81
2020-07-15,Capital Goods,12844.0,13461.88,12640.42,12740.45
2020-07-31,Capital Goods,12772.5,13077.45,12566.34,12734.81
2020-08-15,Capital Goods,12751.57,14137.14,12675.05,13777.8
2020-08-31,Capital Goods,13954.05,14502.85,13677.2,13741.54
2020-09-15,Capital Goods,13814.89,14305.39,13451.04,14051.43
2020-09-30,Capital Goods,14141.41,14201.56,12918.85,13834.15
2020-10-15,Capital Goods,13884.19,13975.27,13487.71,13505.44
2020-10-31,Capital Goods,13534.9,14554.48,13518.64,14167.34
2020-11-15,Capital Goods,14185.97,16041.51,14122.5,15945.13
2020-11-30,Capital Goods,16010.42,17251.83,16010.42,17022.49
2020-12-15,Capital Goods,17180.42,18252.17,17057.34,18214.23
2020-12-31,Capital Goods,18320.76,18966.59,17209.21,18744.78
2021-01-15,Capital Goods,18700.09,20121.17,18700.09,19630.42
2021-01-31,Capital Goods,19607.99,20497.33,19293.8,19481.53
2021-02-15,Capital Goods,19693.13,22258.23,19447.2,21944.45
2021-02-28,Capital Goods,21946.04,22435.36,21233.82,21518.96
2021-03-15,Capital Goods,21671.47,22775.92,21570.47,22024.05
2021-03-31,Capital Goods,22080.07,22221.6,20447.84,21095.75
2021-04-15,Capital Goods,21264.9,21474.74,20014.34,20509.57
2021-04-30,Capital Goods,20529.05,20765.05,19708.39,20252.38
2021-05-15,Capital Goods,20156.1,21608.97,20023.07,21334.3
2021-05-31,Capital Goods,21591.07,22796.2,21103.21,22498.27
2021-06-15,Capital Goods,22622.62,23609.22,22358.14,22891.77
2021-06-30,Capital Goods,22847.52,23159.17,21746.57,22948.98
2021-07-15,Capital Goods,23037.62,23867.98,22692.72,23749.36
2021-07-31,Capital Goods,23812.76,24148.97,23161.59,23671.73
2021-08-15,Capital Goods,23774.99,24372.74,23074.35,24317.29
2021-08-31,Capital Goods,24371.83,25012.99,23299.25,24973.86
2021-09-15,Capital Goods,25071.3,26193.13,25023.78,26153.73
2021-09-30,Capital Goods,26213.61,26770.63,25563.57,25966.72
2021-10-15,Capital Goods,25921.45,27544.41,25808.11,27255.85
2021-10-31,Capital Goods,27487.24,28023.97,26034.8,26673.33
2021-11-15,Capital Goods,26856.58,29431.06,26615.23,28994.57
2021-11-30,Capital Goods,29052.31,29358.69,26249.19,26892.79
2021-12-15,Capital Goods,26853.67,28945.3,26827.13,28666.3
2021-12-31,Capital Goods,28908.52,28984.84,26837.89,28750.72
2022-01-15,Capital Goods,28786.13,30907.95,28735.61,30875.16
2022-01-31,Capital Goods,30941.97,31269.3,28066.59,29158.3
2022-02-15,Capital Goods,29441.27,30245.94,27448.05,28365.37
2022-02-28,Capital Goods,28474.96,28628.43,26448.3,27658.04
2022-03-15,Capital Goods,27479.44,27812.08,25253.73,26988.81
2022-03-31,Capital Goods,27188.26,27954.1,26750.22,27506.04
2022-04-15,Capital Goods,27499.23,28937.89,27441.23,28283.01
2022-04-30,Capital Goods,28158.77,28389.3,27000.16,27370.68
2022-05-15,Capital Goods,27078.48,27218.99,24776.02,25079.4
2022-05-31,Capital Goods,25287.28,27427.92,25108.99,27144.6
2022-06-15,Capital Goods,27232.98,27550.67,25740.65,26133.9
2022-06-30,Capital Goods,26313.65,26409.14,24550.31,26025.5
2022-07-15,Capital Goods,26091.23,27723.59,25700.72,27634.84
2022-07-31,Capital Goods,27835.26,29898.84,27801.72,29717.26
2022-08-15,Capital Goods,29829.8,31128.64,29471.24,30944.07
2022-08-31,Capital Goods,31060.25,32264.4,30969.1,32224.78
2022-09-15,Capital Goods,32087.6,33882.29,31994.64,33438.15
2022-09-30,Capital Goods,33470.85,33502.96,30426.45,31217.82
2022-10-15,Capital Goods,31174.34,32373.39,30662.14,31670.4
2022-10-31,Capital Goods,31542.74,33367.36,31389.06,33266.16
2022-11-15,Capital Goods,33320.16,33833.37,32945.25,33120.1
2022-11-30,Capital Goods,33141.08,34128.56,33040.41,33846.25
2022-12-15,Capital Goods,33939.28,35537.68,33939.28,34977.3
2022-12-31,Capital Goods,34760.39,35100.45,32408.01,33342.22
2023-01-15,Capital Goods,33380.22,34248.36,33131.31,34148.43
2023-01-31,Capital Goods,34150.86,35387.1,32922.91,33806.17
2023-02-15,Capital Goods,34077.23,34879.1,33151.95,34479.12
2023-02-28,Capital Goods,34682.38,35427.37,33484.44,33862.7
2023-03-15,Capital Goods,33884.47,35043.13,33766.5,34358.37
2023-03-31,Capital Goods,34346.04,34871.54,33386.36,34369.7
2023-04-15,Capital Goods,34488.75,35948.78,34387.24,35459.6
2023-04-30,Capital Goods,35322.81,36781.85,34957.17,36738.88
2023-05-15,Capital Goods,36804.94,37652.88,36252.33,36796.14
2023-05-31,Capital Goods,36861.18,37397.52,36184.64,37220.98
2023-06-15,Capital Goods,37272.25,39636.63,37154.23,39527.51
2023-06-30,Capital Goods,39564.12,40765.94,39392.58,40725.76
2023-07-15,Capital Goods,40804.02,41615.28,40382.36,41347.43
2023-07-31,Capital Goods,41436.86,44120.63,41345.11,44045.93
2023-08-15,Capital Goods,44131.37,44243.31,42643.57,43332.6
2023-08-31,Capital Goods,43316.65,45318.84,43096.59,45215.72
2023-09-15,Capital Goods,45286.74,48520.89,45124.54,47045.67
2023-09-30,Capital Goods,47339.07,47992.54,46224.76,47729.02
2023-10-15,Capital Goods,47895.45,48361.41,47221.54,47898.94
2023-10-31,Capital Goods,48014.44,48333.05,44813.56,45784.43
2023-11-15,Capital Goods,45896.17,48520.94,45370.88,48474.93
2023-11-30,Capital Goods,48582.98,50086.89,48347.93,49989.66
2023-12-15,Capital Goods,50292.7,54567.19,50260.47,54490.52
2023-12-31,Capital Goods,54726.21,55680.42,52385.91,55643.71
2024-01-15,Capital Goods,55802.75,57097.19,54638.58,56432.98
2024-01-31,Capital Goods,56588.16,58528.41,55192.21,56689.83
2024-02-15,Capital Goods,56935.01,56935.01,53504.34,55237.29
2024-02-29,Capital Goods,55496.47,57813.86,54914.46,57414.63
2024-03-15,Capital Goods,57790.95,60053.92,55906.5,56820.05
2024-03-31,Capital Goods,56956.34,61229.89,55758.53,60943.12
2024-04-15,Capital Goods,61280.65,63188.67,60909.41,61322.44
2024-04-30,Capital Goods,60962.71,63618.64,60018.13,63024.94
2024-05-15,Capital Goods,63200.02,64508.38,60268.86,64454.19
2024-05-31,Capital Goods,64809.55,70843.91,64481.58,70055.57
2024-06-15,Capital Goods,74390.3,74550.11,61582.34,73255.72
2024-06-30,Capital Goods,74137.49,74179.03,71364.44,72324.41
2024-07-15,Capital Goods,72549.85,76271.56,72240.43,74859.8
2024-07-31,Capital Goods,74994.54,75920.35,68520.9,75640.12
2024-08-15,Capital Goods,75829.74,75973.68,69289.49,71539.53
2024-08-31,Capital Goods,72243.29,74207.35,71736.36,73169.37
2024-09-15,Capital Goods,73392.18,73492.43,70188.92,72654.01
2024-09-30,Capital Goods,72916.05,74490.98,70698.92,73107.0
2024-10-15,Capital Goods,73140.9,73640.33,68143.85,72355.75
2024-10-31,Capital Goods,72451.31,72978.74,65405.08,69105.8
2024-11-15,Capital Goods,69456.9,70884.97,65541.19,66026.23
2024-11-30,Capital Goods,66530.44,70926.21,65294.28,70700.26
2024-12-15,Capital Goods,70224.01,73853.84,70222.04,73065.89
2024-12-31,Capital Goods,73266.71,73687.81,66654.57,67779.5
2025-01-15,Capital Goods,67970.19,69260.23,61716.82,63175.87
2025-01-31,Capital Goods,64042.54,66142.79,59250.15,64529.77
2025-02-15,Capital Goods,65377.28,65711.62,56969.95,57349.1
2025-02-28,Capital Goods,56865.52,59009.26,54881.73,55241.12
2020-01-15,Consumer Durables,24998.33,25527.44,24330.05,25495.86
2020-01-31,Consumer Durables,25549.56,26526.63,25465.59,26147.11
2020-02-15,Consumer Durables,26144.67,27282.88,25660.86,26962.31
2020-02-29,Consumer Durables,27096.41,27927.62,25830.59,26151.16
2020-03-15,Consumer Durables,26383.62,26713.46,21233.53,23404.67
2020-03-31,Consumer Durables,23007.48,23008.8,16699.02,19362.96
2020-04-15,Consumer Durables,19378.97,21079.6,18624.21,19848.89
2020-04-30,Consumer Durables,19666.56,20836.41,19247.34,20525.39
2020-05-15,Consumer Durables,20157.56,20157.56,18065.85,18317.57
2020-05-31,Consumer Durables,18322.1,19089.82,17613.19,18966.54
2020-06-15,Consumer Durables,19277.98,21697.69,19277.98,20001.7
2020-06-30,Consumer Durables,20225.0,21091.11,19881.04,20338.2
2020-07-15,Consumer Durables,20448.39,21381.76,20231.45,20506.63
2020-07-31,Consumer Durables,20518.78,22183.5,20130.87,21479.24
2020-08-15,Consumer Durables,21590.51,22515.48,21448.9,22180.56
2020-08-31,Consumer Durables,22313.78,23758.66,22281.83,22758.48
2020-09-15,Consumer Durables,22750.08,24731.82,22697.61,24186.76
2020-09-30,Consumer Durables,24278.3,24602.58,22447.56,24278.09
2020-10-15,Consumer Durables,24345.99,24801.4,24007.28,24033.62
2020-10-31,Consumer Durables,24375.63,25096.47,23796.74,24076.28
2020-11-15,Consumer Durables,24253.02,26002.75,23864.39,25658.43
2020-11-30,Consumer Durables,25769.8,27187.4,25589.5,27045.66
2020-12-15,Consumer Durables,27202.32,28669.34,26917.68,28629.92
2020-12-31,Consumer Durables,28687.03,30461.18,27995.3,30393.5
2021-01-15,Consumer Durables,30465.07,31581.91,30084.69,30159.98
2021-01-31,Consumer Durables,30243.59,31887.51,29797.65,30099.01
2021-02-15,Consumer Durables,30198.35,33595.99,30000.02,32522.08
2021-02-28,Consumer Durables,32763.37,32763.37,31094.7,31758.21
2021-03-15,Consumer Durables,32364.89,33638.1,32079.42,33291.75
2021-03-31,Consumer Durables,33528.02,33665.31,30917.09,32825.92
2021-04-15,Consumer Durables,33062.85,33763.96,31706.23,32003.98
2021-04-30,Consumer Durables,31934.09,33105.63,31294.42,32324.53
2021-05-15,Consumer Durables,32080.22,32181.31,31277.27,31574.65
2021-05-31,Consumer Durables,31671.04,33658.38,31271.3,33389.27
2021-06-15,Consumer Durables,33607.81,35843.53,33415.85,35646.7
2021-06-30,Consumer Durables,35739.49,36175.92,34778.5,35575.43
2021-07-15,Consumer Durables,35740.18,36488.79,35476.4,35929.83
2021-07-31,Consumer Durables,35954.23,36624.98,35004.78,36386.37
2021-08-15,Consumer Durables,36687.94,37526.87,35530.31,36592.57
2021-08-31,Consumer Durables,36477.92,37420.81,35692.1,37360.66
2021-09-15,Consumer Durables,37627.57,41285.53,37579.77,41207.45
2021-09-30,Consumer Durables,41400.25,41620.46,40032.74,41339.79
2021-10-15,Consumer Durables,41343.17,46706.27,40999.39,46272.59
2021-10-31,Consumer Durables,46969.38,47439.96,42262.67,43218.93
2021-11-15,Consumer Durables,43600.46,45740.1,43366.5,45538.51
2021-11-30,Consumer Durables,45649.77,45747.15,40532.17,43100.51
2021-12-15,Consumer Durables,43603.92,44076.55,42440.41,43091.01
2021-12-31,Consumer Durables,43035.37,44874.71,40800.43,44768.1
2022-01-15,Consumer Durables,44769.97,46480.76,44702.2,45833.82
2022-01-31,Consumer Durables,45931.4,46394.73,40414.21,41919.09
2022-02-15,Consumer Durables,42374.68,43579.48,40841.46,42337.82
2022-02-28,Consumer Durables,42782.87,43251.79,40807.09,43099.49
2022-03-15,Consumer Durables,43035.95,43425.42,39280.47,41907.22
2022-03-31,Consumer Durables,42483.68,44570.93,41267.95,42271.85
2022-04-15,Consumer Durables,42347.28,43793.6,42070.34,42771.76
2022-04-30,Consumer Durables,42328.27,43385.5,41905.12,42666.59
2022-05-15,Consumer Durables,42232.51,42388.84,35783.22,36709.67
2022-05-31,Consumer Durables,37268.85,38595.36,35860.35,37998.73
2022-06-15,Consumer Durables,38334.52,38724.41,35130.67,35537.03
2022-06-30,Consumer Durables,35845.6,36036.95,33420.21,34699.09
2022-07-15,Consumer Durables,34349.82,38227.26,33727.15,38168.87
2022-07-31,Consumer Durables,38242.96,39740.99,38205.96,39570.36
2022-08-15,Consumer Durables,39674.96,40871.49,39428.69,40747.98
2022-08-31,Consumer Durables,40799.52,42811.22,40132.94,42711.42
2022-09-15,Consumer Durables,42687.76,44083.06,42265.46,43154.32
2022-09-30,Consumer Durables,43091.69,43368.68,40975.47,42488.99
2022-10-15,Consumer Durables,42555.25,43598.03,41262.81,41669.57
2022-10-31,Consumer Durables,41662.75,42785.98,41210.56,42669.45
2022-11-15,Consumer Durables,42900.43,43052.62,41147.66,41740.52
2022-11-30,Consumer Durables,41800.25,41949.38,40366.34,41498.06
2022-12-15,Consumer Durables,41609.4,41791.35,40018.36,40121.36
2022-12-31,Consumer Durables,39879.38,40268.14,38156.03,39722.17
2023-01-15,Consumer Durables,39832.13,40231.56,38445.22,38589.2
2023-01-31,Consumer Durables,38827.6,38831.55,36589.19,37732.22
2023-02-15,Consumer Durables,38110.75,38954.09,37054.56,38806.55
2023-02-28,Consumer Durables,38829.65,39005.59,37074.55,37460.43
2023-03-15,Consumer Durables,37419.43,38283.36,36679.14,37171.57
2023-03-31,Consumer Durables,37239.56,38193.64,37079.43,37628.54
2023-04-15,Consumer Durables,37641.76,38568.66,37641.76,38403.2
2023-04-30,Consumer Durables,38390.57,38827.51,38131.39,38374.18
2023-05-15,Consumer Durables,38500.88,39921.32,38409.93,39717.09
2023-05-31,Consumer Durables,39734.26,40931.74,38724.26,40855.93
2023-06-15,Consumer Durables,40935.37,42706.38,40825.89,42558.81
2023-06-30,Consumer Durables,42729.72,43355.57,41802.87,42861.12
2023-07-15,Consumer Durables,42964.28,44015.52,42620.15,42805.62
2023-07-31,Consumer Durables,42837.55,43113.82,41994.85,42752.52
2023-08-15,Consumer Durables,42832.3,43619.98,41642.93,42980.48
2023-08-31,Consumer Durables,42977.19,44640.15,42554.84,44564.97
2023-09-15,Consumer Durables,44591.37,46507.13,44420.74,46264.35
2023-09-30,Consumer Durables,46295.13,46880.96,45166.9,45359.94
2023-10-15,Consumer Durables,45396.38,46603.85,44991.81,46202.73
2023-10-31,Consumer Durables,46198.0,46934.27,43496.0,44307.99
2023-11-15,Consumer Durables,44493.04,45860.28,44132.47,45280.8
2023-11-30,Consumer Durables,45354.23,47177.9,45073.24,47120.25
2023-12-15,Consumer Durables,47328.12,49227.2,47008.7,48555.09
2023-12-31,Consumer Durables,48614.49,50199.63,47817.65,49999.94
2024-01-15,Consumer Durables,50354.24,51655.98,49459.91,51550.56
2024-01-31,Consumer Durables,51624.11,52352.41,49580.01,50349.9
2024-02-15,Consumer Durables,50834.64,50834.64,49031.8,50157.57
2024-02-29,Consumer Durables,50617.12,51734.62,50207.5,51224.29
2024-03-15,Consumer Durables,51271.01,53013.3,49616.02,50559.14
2024-03-31,Consumer Durables,50576.75,52572.81,49373.34,52276.61
2024-04-15,Consumer Durables,52492.72,54668.13,51565.52,52456.56
2024-04-30,Consumer Durables,52363.45,55485.98,51270.56,55197.79
2024-05-15,Consumer Durables,55347.48,55539.04,51385.51,52516.51
2024-05-31,Consumer Durables,52760.95,56335.33,52516.2,54915.39
2024-06-15,Consumer Durables,56424.81,59552.74,51109.66,59490.48
2024-06-30,Consumer Durables,59745.42,60545.14,58332.53,58826.91
2024-07-15,Consumer Durables,58962.5,59630.51,57532.94,59156.94
2024-07-31,Consumer Durables,59394.73,61522.02,56377.33,60929.37
2024-08-15,Consumer Durables,61294.32,61412.05,56590.67,59850.52
2024-08-31,Consumer Durables,60172.87,64586.25,59979.49,63590.04
2024-09-15,Consumer Durables,63840.09,66934.97,63179.09,66749.49
2024-09-30,Consumer Durables,67000.42,69044.38,66490.66,67661.64
2024-10-15,Consumer Durables,67914.7,68157.97,63906.89,66332.17
2024-10-31,Consumer Durables,66328.09,66611.38,60271.15,60655.82
2024-11-15,Consumer Durables,61499.28,62284.98,59610.29,60114.83
2024-11-30,Consumer Durables,60416.05,63336.88,60164.16,62469.19
2024-12-15,Consumer Durables,62789.59,66904.05,62405.46,66838.76
2024-12-31,Consumer Durables,66934.86,67400.71,63495.22,64436.34
2025-01-15,Consumer Durables,64185.09,67210.73,59597.63,60595.1
2025-01-31,Consumer Durables,60830.89,61223.88,55657.08,57851.89
2025-02-15,Consumer Durables,58320.32,60573.3,54224.25,54686.28
2025-02-28,Consumer Durables,54210.28,55422.6,52571.65,52964.97
2020-01-15,Financial Services,7007.14,7079.73,6780.74,7023.86
2020-01-31,Financial Services,7030.21,7055.15,6808.47,6846.92
2020-02-15,Financial Services,6844.52,7033.7,6534.52,6880.91
2020-02-29,Financial Services,6889.91,6931.0,6418.96,6435.08
2020-03-15,Financial Services,6556.5,6586.73,4827.59,5667.7
2020-03-31,Financial Services,5455.72,5455.72,3696.7,4299.86
2020-04-15,Financial Services,4300.67,4542.14,3941.16,4292.9
2020-04-30,Financial Services,4267.05,4955.48,4231.06,4892.57
2020-05-15,Financial Services,4713.83,4713.83,4206.03,4323.53
2020-05-31,Financial Services,4328.63,4420.57,3977.53,4407.72
2020-06-15,Financial Services,4505.75,4933.89,4484.94,4598.53
2020-06-30,Financial Services,4708.06,5142.32,4550.83,4933.12
2020-07-15,Financial Services,4942.16,5312.91,4925.36,4964.75
2020-07-31,Financial Services,4978.13,5345.76,4891.89,5020.59
2020-08-15,Financial Services,5017.04,5181.16,4891.08,5042.11
2020-08-31,Financial Services,5082.5,5652.88,5003.42,5360.15
2020-09-15,Financial Services,5367.54,5459.51,5088.73,5168.25
2020-09-30,Financial Services,5179.45,5216.05,4742.34,4985.99
2020-10-15,Financial Services,5020.47,5514.12,5020.47,5296.58
2020-10-31,Financial Services,5327.59,5620.49,5306.48,5412.24
2020-11-15,Financial Services,5494.76,6434.02,5444.97,6397.3
2020-11-30,Financial Services,6435.75,6685.73,6419.54,6634.31
2020-12-15,Financial Services,6672.18,6860.57,6549.21,6852.8
2020-12-31,Financial Services,6903.94,7083.02,6561.6,7054.36
2021-01-15,Financial Services,7053.95,7389.35,6990.64,7206.95
2021-01-31,Financial Services,7215.99,7343.57,6683.79,6798.76
2021-02-15,Financial Services,6866.18,8128.05,6861.16,8108.65
2021-02-28,Financial Services,8150.63,8184.2,7522.79,7556.52
2021-03-15,Financial Services,7666.72,7927.42,7529.84,7647.39
2021-03-31,Financial Services,7685.74,7700.13,7148.83,7346.51
2021-04-15,Financial Services,7410.28,7469.83,6830.23,7165.9
2021-04-30,Financial Services,7184.5,7591.03,6840.67,7266.4
2021-05-15,Financial Services,7196.38,7451.16,7121.57,7210.75
2021-05-31,Financial Services,7254.14,7806.86,7241.84,7794.94
2021-06-15,Financial Services,7815.19,7909.72,7696.27,7860.19
2021-06-30,Financial Services,7860.2,7906.86,7576.64,7748.24
2021-07-15,Financial Services,7775.55,8007.84,7705.75,7983.47
2021-07-31,Financial Services,7994.97,8005.73,7668.7,7784.68
2021-08-15,Financial Services,7830.46,8139.0,7797.26,8108.65
2021-08-31,Financial Services,8110.71,8396.09,7933.93,8384.75
2021-09-15,Financial Services,8408.36,8491.89,8314.03,8456.75
2021-09-30,Financial Services,8481.74,8728.18,8330.94,8516.39
2021-10-15,Financial Services,8474.61,8865.38,8412.63,8854.0
2021-10-31,Financial Services,8960.81,9167.15,8626.29,8747.78
2021-11-15,Financial Services,8798.62,8964.46,8719.52,8822.21
2021-11-30,Financial Services,8825.13,8829.96,8021.13,8138.92
2021-12-15,Financial Services,8184.06,8534.05,8173.37,8287.25
2021-12-31,Financial Services,8341.72,8369.42,7677.51,8048.79
2022-01-15,Financial Services,8061.74,8683.58,8061.51,8616.35
2022-01-31,Financial Services,8614.55,8685.63,8027.31,8308.33
2022-02-15,Financial Services,8394.49,8587.87,7903.01,8188.25
2022-02-28,Financial Services,8215.49,8277.89,7610.22,7856.9
2022-03-15,Financial Services,7719.32,7783.1,7019.03,7602.37
2022-03-31,Financial Services,7714.53,8039.28,7640.15,7966.53
2022-04-15,Financial Services,7956.06,8576.29,7940.13,8154.45
2022-04-30,Financial Services,8050.94,8050.94,7719.54,7806.4
2022-05-15,Financial Services,7711.64,7853.6,7114.71,7134.12
2022-05-31,Financial Services,7160.83,7748.27,7114.21,7653.97
2022-06-15,Financial Services,7633.5,7736.25,7095.86,7147.03
2022-06-30,Financial Services,7209.55,7327.68,6912.7,7158.48
2022-07-15,Financial Services,7139.45,7596.83,7091.08,7460.76
2022-07-31,Financial Services,7485.0,8106.65,7473.91,8077.66
2022-08-15,Financial Services,8102.16,8372.92,8007.91,8365.14
2022-08-31,Financial Services,8388.11,8548.45,8128.22,8479.65
2022-09-15,Financial Services,8362.9,8859.82,8356.35,8738.29
2022-09-30,Financial Services,8683.03,8811.19,7950.63,8199.56
2022-10-15,Financial Services,8165.05,8382.36,8062.13,8293.48
2022-10-31,Financial Services,8274.03,8658.34,8250.14,8652.21
2022-11-15,Financial Services,8683.75,8916.19,8599.66,8903.54
2022-11-30,Financial Services,8863.43,9068.84,8809.21,9047.3
2022-12-15,Financial Services,9080.6,9204.52,8986.69,9072.91
2022-12-31,Financial Services,9034.37,9118.08,8643.95,8938.56
2023-01-15,Financial Services,8934.5,9078.36,8672.08,8816.6
2023-01-31,Financial Services,8871.32,8944.95,8337.09,8535.94
2023-02-15,Financial Services,8607.71,8774.8,8308.83,8734.85
2023-02-28,Financial Services,8769.3,8782.82,8322.65,8431.05
2023-03-15,Financial Services,8457.63,8685.34,8143.4,8163.65
2023-03-31,Financial Services,8154.17,8438.71,8087.63,8424.49
2023-04-15,Financial Services,8434.13,8791.43,8416.21,8783.34
2023-04-30,Financial Services,8831.87,8983.36,8704.14,8971.28
2023-05-15,Financial Services,9004.05,9187.89,8901.16,9164.49
2023-05-31,Financial Services,9180.51,9237.46,9004.6,9162.49
2023-06-15,Financial Services,9193.99,9273.66,9101.76,9106.65
2023-06-30,Financial Services,9114.71,9503.58,9114.71,9495.45
2023-07-15,Financial Services,9531.3,9733.51,9492.8,9557.06
